Case_ID,Customer_ID,Customer_Name,Customer_Country,Customer_Type,Order_Value,Currency,Order_Type,Company_Code,Delivery_Block,Billing_Block,Event_Type,Event_Time,User,Department,User_Type,Object_ID,Object_Type,Event_Category
Order - 0446,CUST - 037,Customer 37,US,External,1617.52,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2023-12-14 22:36:53.000,USER - 02130,Department 2222,Manual,Order - 0446,Sales order,Main
Order - 0497,CUST - 037,Customer 37,US,External,584.52,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2023-12-18 15:51:10.000,USER - 02130,Department 2222,Manual,Order - 0497,Sales order,Main
Order - 0498,CUST - 037,Customer 37,US,External,1125.3,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2023-12-18 16:05:05.000,USER - 02130,Department 2222,Manual,Order - 0498,Sales order,Main
Order - 0960,CUST - 037,Customer 37,US,External,2282.79,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-03 18:41:04.000,USER - 02130,Department 2222,Manual,Order - 0960,Sales order,Main
Order - 0961,CUST - 037,Customer 37,US,External,311.26,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-03 19:04:32.000,USER - 02130,Department 2222,Manual,Order - 0961,Sales order,Main
Order - 0962,CUST - 037,Customer 37,US,External,865.66,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-03 19:40:42.000,USER - 02130,Department 2222,Manual,Order - 0962,Sales order,Main
Order - 0706,CUST - 037,Customer 37,US,External,304.4,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-02-13 21:24:52.000,USER - 02130,Department 2222,Manual,Order - 0706,Sales order,Main
Order - 0708,CUST - 037,Customer 37,US,External,312.54,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-02-13 21:38:05.000,USER - 02130,Department 2222,Manual,Order - 0708,Sales order,Main
Order - 0709,CUST - 037,Customer 37,US,External,2406.22,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-02-13 21:47:45.000,USER - 02130,Department 2222,Manual,Order - 0709,Sales order,Main
Order - 0710,CUST - 037,Customer 37,US,External,1129.35,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-02-13 21:54:25.000,USER - 02130,Department 2222,Manual,Order - 0710,Sales order,Main
Order - 0711,CUST - 037,Customer 37,US,External,995.81,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-02-13 22:12:46.000,USER - 02130,Department 2222,Manual,Order - 0711,Sales order,Main
Order - 0718,CUST - 037,Customer 37,US,External,2007.75,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-02-14 14:55:50.000,USER - 02130,Department 2222,Manual,Order - 0718,Sales order,Main
Order - 0634,CUST - 037,Customer 37,US,External,713.83,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-01-30 17:33:17.000,USER - 02130,Department 2222,Manual,Order - 0634,Sales order,Main
Order - 0635,CUST - 037,Customer 37,US,External,2726.05,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-01-30 17:40:17.000,USER - 02130,Department 2222,Manual,Order - 0635,Sales order,Main
Order - 0753,CUST - 037,Customer 37,US,External,592.67,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-02-20 18:45:15.000,USER - 02130,Department 2222,Manual,Order - 0753,Sales order,Main
Order - 0313,CUST - 011,Customer 11,DE,External,13107.6,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-11-08 09:52:13.000,USER - 03676,Department 751,Manual,Order - 0313,Sales order,Main
Order - 0314,CUST - 011,Customer 11,DE,External,9771.96,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-11-08 09:54:58.000,USER - 03676,Department 751,Manual,Order - 0314,Sales order,Main
Order - 0315,CUST - 011,Customer 11,DE,External,22504.56,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-11-08 09:58:02.000,USER - 03676,Department 751,Manual,Order - 0315,Sales order,Main
Order - 0316,CUST - 011,Customer 11,DE,External,27526.52,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-11-08 10:20:12.000,USER - 03676,Department 751,Manual,Order - 0316,Sales order,Main
Order - 0319,CUST - 011,Customer 11,DE,External,3421.44,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-11-09 12:07:44.000,USER - 03676,Department 751,Manual,Order - 0319,Sales order,Main
Order - 0324,CUST - 011,Customer 11,DE,External,3317.76,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-11-10 08:17:41.000,USER - 03676,Department 751,Manual,Order - 0324,Sales order,Main
Order - 0325,CUST - 011,Customer 11,DE,External,48960,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-11-10 08:21:52.000,USER - 03676,Department 751,Manual,Order - 0325,Sales order,Main
Order - 0326,CUST - 011,Customer 11,DE,External,21107.88,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-11-13 12:16:19.000,USER - 03676,Department 751,Manual,Order - 0326,Sales order,Main
Order - 0327,CUST - 011,Customer 11,DE,External,24609.76,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-11-13 12:29:48.000,USER - 03676,Department 751,Manual,Order - 0327,Sales order,Main
Order - 0329,CUST - 011,Customer 11,DE,External,22556.16,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-11-14 08:58:38.000,USER - 03676,Department 751,Manual,Order - 0329,Sales order,Main
Order - 0330,CUST - 011,Customer 11,DE,External,18698.88,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-11-14 09:11:50.000,USER - 03676,Department 751,Manual,Order - 0330,Sales order,Main
Order - 0789,CUST - 011,Customer 11,DE,External,12115.92,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-02-26 14:57:21.000,USER - 03676,Department 751,Manual,Order - 0789,Sales order,Main
Order - 0790,CUST - 011,Customer 11,DE,External,13645.96,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-02-27 09:49:16.000,USER - 03676,Department 751,Manual,Order - 0790,Sales order,Main
Order - 0791,CUST - 011,Customer 11,DE,External,11046.58,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-02-27 09:59:20.000,USER - 03676,Department 751,Manual,Order - 0791,Sales order,Main
Order - 0793,CUST - 011,Customer 11,DE,External,48960,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-02-27 12:32:20.000,USER - 03676,Department 751,Manual,Order - 0793,Sales order,Main
Order - 0794,CUST - 011,Customer 11,DE,External,26354.18,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-02-27 12:34:12.000,USER - 03676,Department 751,Manual,Order - 0794,Sales order,Main
Order - 0809,CUST - 011,Customer 11,DE,External,23956.1,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-02-29 13:57:40.000,USER - 03676,Department 751,Manual,Order - 0809,Sales order,Main
Order - 0818,CUST - 011,Customer 11,DE,External,26253.48,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-03-01 12:02:06.000,USER - 03676,Department 751,Manual,Order - 0818,Sales order,Main
Order - 0819,CUST - 011,Customer 11,DE,External,14625.62,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-03-01 12:04:17.000,USER - 03676,Department 751,Manual,Order - 0819,Sales order,Main
Order - 0820,CUST - 011,Customer 11,DE,External,48960,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-03-04 11:48:27.000,USER - 03676,Department 751,Manual,Order - 0820,Sales order,Main
Order - 0821,CUST - 011,Customer 11,DE,External,18366.48,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-03-04 11:57:49.000,USER - 03676,Department 751,Manual,Order - 0821,Sales order,Main
Order - 0822,CUST - 011,Customer 11,DE,External,18010.08,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-03-05 08:04:41.000,USER - 03676,Department 751,Manual,Order - 0822,Sales order,Main
Order - 0823,CUST - 011,Customer 11,DE,External,17075.68,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-03-05 08:11:34.000,USER - 03676,Department 751,Manual,Order - 0823,Sales order,Main
Order - 0045,CUST - 011,Customer 11,DE,External,26253.48,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-06-09 09:42:51.000,USER - 03676,Department 751,Manual,Order - 0045,Sales order,Main
Order - 0690,CUST - 036,Customer 36,US,External,1109.37,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-02-08 14:29:51.000,USER - 02130,Department 2222,Manual,Order - 0690,Sales order,Main
Order - 0437,CUST - 036,Customer 36,US,External,1065.45,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2023-12-14 15:17:51.000,USER - 02130,Department 2222,Manual,Order - 0437,Sales order,Main
Order - 0442,CUST - 036,Customer 36,US,External,2324.85,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2023-12-14 21:28:03.000,USER - 02130,Department 2222,Manual,Order - 0442,Sales order,Main
Order - 0564,CUST - 036,Customer 36,US,External,2076.87,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2023-12-20 17:26:00.000,USER - 02130,Department 2222,Manual,Order - 0564,Sales order,Main
Order - 0565,CUST - 036,Customer 36,US,External,43600.45,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2023-12-20 17:36:43.000,USER - 02130,Department 2222,Manual,Order - 0565,Sales order,Main
Order - 1051,CUST - 036,Customer 36,US,External,1569.2,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-23 19:26:14.000,USER - 02130,Department 2222,Manual,Order - 1051,Sales order,Main
Order - 1052,CUST - 036,Customer 36,US,External,838.07,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-23 19:58:16.000,USER - 02130,Department 2222,Manual,Order - 1052,Sales order,Main
Order - 1053,CUST - 036,Customer 36,US,External,92.65,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-23 20:08:17.000,USER - 02130,Department 2222,Manual,Order - 1053,Sales order,Main
Order - 1054,CUST - 036,Customer 36,US,External,367.67,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-23 20:28:57.000,USER - 02130,Department 2222,Manual,Order - 1054,Sales order,Main
Order - 0644,CUST - 036,Customer 36,US,External,1156,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-01-30 20:00:26.000,USER - 02130,Department 2222,Manual,Order - 0644,Sales order,Main
Order - 0647,CUST - 036,Customer 36,US,External,1003.32,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-01-30 20:28:26.000,USER - 02130,Department 2222,Manual,Order - 0647,Sales order,Main
Order - 0648,CUST - 036,Customer 36,US,External,419.66,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-01-30 20:36:16.000,USER - 02130,Department 2222,Manual,Order - 0648,Sales order,Main
Order - 0653,CUST - 036,Customer 36,US,External,4729.48,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-01-30 22:43:39.000,USER - 02130,Department 2222,Manual,Order - 0653,Sales order,Main
Order - 0656,CUST - 036,Customer 36,US,External,2609.66,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-01-31 14:25:01.000,USER - 02130,Department 2222,Manual,Order - 0656,Sales order,Main
Order - 0657,CUST - 036,Customer 36,US,External,419.62,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-01-31 14:35:27.000,USER - 02130,Department 2222,Manual,Order - 0657,Sales order,Main
Order - 1112,CUST - 038,Customer 38,US,External,1226.54,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-05-08 22:52:01.000,USER - 02130,Department 2222,Manual,Order - 1112,Sales order,Main
Order - 1113,CUST - 038,Customer 38,US,External,1205.52,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-05-08 22:57:22.000,USER - 02130,Department 2222,Manual,Order - 1113,Sales order,Main
Order - 1090,CUST - 038,Customer 38,US,External,936.98,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-30 21:52:58.000,USER - 02130,Department 2222,Manual,Order - 1090,Sales order,Main
Order - 1093,CUST - 038,Customer 38,US,External,323.55,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-30 22:13:44.000,USER - 02130,Department 2222,Manual,Order - 1093,Sales order,Main
Order - 1560,CUST - 038,Customer 38,US,External,711.66,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-08-27 23:27:48.000,USER - 02130,Department 2222,Manual,Order - 1560,Sales order,Main
Order - 1533,CUST - 038,Customer 38,US,External,994.64,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-08-21 18:59:20.000,USER - 02130,Department 2222,Manual,Order - 1533,Sales order,Main
Order - 1539,CUST - 038,Customer 38,US,External,316.77,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-08-21 19:55:12.000,USER - 02130,Department 2222,Manual,Order - 1539,Sales order,Main
Order - 1550,CUST - 038,Customer 38,US,External,1608.14,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-08-21 23:58:16.000,USER - 02130,Department 2222,Manual,Order - 1550,Sales order,Main
Order - 1226,CUST - 038,Customer 38,US,External,2567.4,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-06-04 20:13:42.000,USER - 02130,Department 2222,Manual,Order - 1226,Sales order,Main
Order - 1081,CUST - 038,Customer 38,US,External,321.07,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-30 18:13:44.000,USER - 02130,Department 2222,Manual,Order - 1081,Sales order,Main
Order - 1076,CUST - 038,Customer 38,US,External,1861.37,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-30 17:42:06.000,USER - 02130,Department 2222,Manual,Order - 1076,Sales order,Main
Order - 1077,CUST - 038,Customer 38,US,External,326.66,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-30 17:50:00.000,USER - 02130,Department 2222,Manual,Order - 1077,Sales order,Main
Order - 0537,CUST - 036,Customer 36,US,External,2501.17,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2023-12-19 19:55:40.000,USER - 02130,Department 2222,Manual,Order - 0537,Sales order,Main
Order - 0538,CUST - 036,Customer 36,US,External,3053.73,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2023-12-19 20:02:53.000,USER - 02130,Department 2222,Manual,Order - 0538,Sales order,Main
Order - 0995,CUST - 036,Customer 36,US,External,768.96,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-10 17:27:13.000,USER - 02130,Department 2222,Manual,Order - 0995,Sales order,Main
Order - 0997,CUST - 036,Customer 36,US,External,743.29,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-10 17:46:02.000,USER - 02130,Department 2222,Manual,Order - 0997,Sales order,Main
Order - 0999,CUST - 036,Customer 36,US,External,2173.42,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-10 18:09:02.000,USER - 02130,Department 2222,Manual,Order - 0999,Sales order,Main
Order - 1000,CUST - 036,Customer 36,US,External,1720.58,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-10 19:02:29.000,USER - 02130,Department 2222,Manual,Order - 1000,Sales order,Main
Order - 1001,CUST - 036,Customer 36,US,External,737.04,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-10 20:05:45.000,USER - 02130,Department 2222,Manual,Order - 1001,Sales order,Main
Order - 1003,CUST - 036,Customer 36,US,External,409.46,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-10 20:22:14.000,USER - 02130,Department 2222,Manual,Order - 1003,Sales order,Main
Order - 1004,CUST - 036,Customer 36,US,External,111.7,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-10 20:28:03.000,USER - 02130,Department 2222,Manual,Order - 1004,Sales order,Main
Order - 1005,CUST - 036,Customer 36,US,External,3112.17,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-10 22:09:27.000,USER - 02130,Department 2222,Manual,Order - 1005,Sales order,Main
Order - 0496,CUST - 036,Customer 36,US,External,1785.14,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2023-12-18 15:42:20.000,USER - 02130,Department 2222,Manual,Order - 0496,Sales order,Main
Order - 0957,CUST - 036,Customer 36,US,External,1994.21,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-03 17:44:12.000,USER - 02130,Department 2222,Manual,Order - 0957,Sales order,Main
Order - 0965,CUST - 036,Customer 36,US,External,461.59,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-03 20:22:37.000,USER - 02130,Department 2222,Manual,Order - 0965,Sales order,Main
Order - 0980,CUST - 036,Customer 36,US,External,1075.49,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-03 23:39:55.000,USER - 02130,Department 2222,Manual,Order - 0980,Sales order,Main
Order - 0982,CUST - 036,Customer 36,US,External,1807.02,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-03 23:54:38.000,USER - 02130,Department 2222,Manual,Order - 0982,Sales order,Main
Order - 0484,CUST - 036,Customer 36,US,External,1153.47,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2023-12-15 14:35:08.000,USER - 02130,Department 2222,Manual,Order - 0484,Sales order,Main
Order - 0499,CUST - 036,Customer 36,US,External,159.41,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2023-12-18 16:32:50.000,USER - 02130,Department 2222,Manual,Order - 0499,Sales order,Main
Order - 0500,CUST - 036,Customer 36,US,External,4518.19,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2023-12-18 16:43:42.000,USER - 02130,Department 2222,Manual,Order - 0500,Sales order,Main
Order - 0501,CUST - 036,Customer 36,US,External,1382.53,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2023-12-18 16:57:25.000,USER - 02130,Department 2222,Manual,Order - 0501,Sales order,Main
Order - 0186,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-08-29 23:59:59.000,USER - 03649,Department 486,Manual,Order - 0186,Sales order,Main
Order - 0495,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-12-18 23:59:59.000,USER - 03649,Department 486,Manual,Order - 0495,Sales order,Main
Order - 0078,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-06-30 23:59:59.000,USER - 03649,Department 486,Manual,Order - 0078,Sales order,Main
Order - 0079,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-06-30 23:59:59.000,USER - 03649,Department 486,Manual,Order - 0079,Sales order,Main
Order - 0080,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-06-30 23:59:59.000,USER - 03649,Department 486,Manual,Order - 0080,Sales order,Main
Order - 0112,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-07-20 23:59:59.000,USER - 03649,Department 486,Manual,Order - 0112,Sales order,Main
Order - 0113,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-07-20 23:59:59.000,USER - 03649,Department 486,Manual,Order - 0113,Sales order,Main
Order - 0114,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-07-20 23:59:59.000,USER - 03649,Department 486,Manual,Order - 0114,Sales order,Main
Order - 0115,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-07-20 23:59:59.000,USER - 03649,Department 486,Manual,Order - 0115,Sales order,Main
Order - 0118,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-07-24 23:59:59.000,USER - 03649,Department 486,Manual,Order - 0118,Sales order,Main
Order - 0119,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-07-25 23:59:59.000,USER - 03649,Department 486,Manual,Order - 0119,Sales order,Main
Order - 0120,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-07-25 23:59:59.000,USER - 03649,Department 486,Manual,Order - 0120,Sales order,Main
Order - 0126,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-07-27 23:59:59.000,USER - 03649,Department 486,Manual,Order - 0126,Sales order,Main
Order - 0135,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-08-03 23:59:59.000,USER - 03649,Department 486,Manual,Order - 0135,Sales order,Main
Order - 0287,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-10-20 23:59:59.000,USER - 03649,Department 486,Manual,Order - 0287,Sales order,Main
Order - 0077,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-06-30 23:59:59.000,USER - 03649,Department 486,Manual,Order - 0077,Sales order,Main
Order - 0140,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-08-08 23:59:59.000,USER - 03649,Department 486,Manual,Order - 0140,Sales order,Main
Order - 0134,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-08-02 23:59:59.000,USER - 03649,Department 486,Manual,Order - 0134,Sales order,Main
Order - 0308,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-10-31 23:59:59.000,USER - 03649,Department 486,Manual,Order - 0308,Sales order,Main
Order - 0138,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2023-08-07 23:59:59.000,USER - 03649,Department 486,Manual,Order - 0138,Sales order,Main
Order - 1813,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-10-28 23:59:59.000,USER - 09841,NULL,NULL,Order - 1813,Sales order,Main
Order - 1691,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-10-03 23:59:59.000,USER - 09841,NULL,NULL,Order - 1691,Sales order,Main
Order - 1766,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-10-21 23:59:59.000,USER - 09841,NULL,NULL,Order - 1766,Sales order,Main
Order - 1767,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-10-22 23:59:59.000,USER - 09841,NULL,NULL,Order - 1767,Sales order,Main
Order - 1812,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-10-28 23:59:59.000,USER - 09841,NULL,NULL,Order - 1812,Sales order,Main
Order - 1692,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-10-03 23:59:59.000,USER - 09841,NULL,NULL,Order - 1692,Sales order,Main
Order - 1765,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-10-18 23:59:59.000,USER - 09841,NULL,NULL,Order - 1765,Sales order,Main
Order - 1763,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-10-17 23:59:59.000,USER - 09841,NULL,NULL,Order - 1763,Sales order,Main
Order - 1764,,,,,0,,SO - Standard Order,,,,Requested Delivery Date,2024-10-17 23:59:59.000,USER - 09841,NULL,NULL,Order - 1764,Sales order,Main
Order - 0694,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-02-08 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0694,Sales order,Main
Order - 1645,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-09-18 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1645,Sales order,Main
Order - 1307,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-06-25 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1307,Sales order,Main
Order - 0943,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-03-29 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0943,Sales order,Main
Order - 0946,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-03-29 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0946,Sales order,Main
Order - 0910,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-03-21 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0910,Sales order,Main
Order - 1867,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-11-05 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1867,Sales order,Main
Order - 0608,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-01-22 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0608,Sales order,Main
Order - 0609,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-01-25 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0609,Sales order,Main
Order - 0199,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-09-05 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0199,Sales order,Main
Order - 0204,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-09-07 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0204,Sales order,Main
Order - 0262,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-10-06 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0262,Sales order,Main
Order - 0267,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-10-10 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0267,Sales order,Main
Order - 0274,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-10-12 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0274,Sales order,Main
Order - 1164,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-05-20 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1164,Sales order,Main
Order - 1165,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-05-20 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1165,Sales order,Main
Order - 1175,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-05-21 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1175,Sales order,Main
Order - 1176,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-05-21 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1176,Sales order,Main
Order - 0220,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-09-14 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0220,Sales order,Main
Order - 0229,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-09-19 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0229,Sales order,Main
Order - 0230,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-09-19 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0230,Sales order,Main
Order - 0575,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-12-22 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0575,Sales order,Main
Order - 1045,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2024-04-19 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 1045,Sales order,Main
Order - 0322,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-11-09 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0322,Sales order,Main
Order - 0323,,,,,0,,ST - Services / Tooling,,,,Requested Delivery Date,2023-11-09 23:59:59.000,USER - 10897,Department 2178,Manual,Order - 0323,Sales order,Main
