Order ID,Creation Date,Creation Time,Customer ID,Order Value,Currency,Order Type,User,Requested Delivery Date,Delivery Block,Billing Block,Company Code
Order - 0474,15/12/2023,13:44:03,CUST - 045,-35357.47,EUR,ST,USER - 10897,15/12/2023,,,Company 1
Order - 0475,15/12/2023,13:46:18,CUST - 045,35357.47,EUR,ST,USER - 10897,16/12/2023,,,Company 1
Order - 0476,15/12/2023,13:47:47,CUST - 045,-35357.47,EUR,ST,USER - 10897,15/12/2023,,,Company 1
Order - 0477,15/12/2023,13:49:18,CUST - 045,35357.47,EUR,ST,USER - 10897,15/12/2023,,,Company 1
Order - 0478,15/12/2023,13:50:22,CUST - 045,-49500.46,EUR,ST,USER - 10897,16/12/2023,,,Company 1
Order - 0479,15/12/2023,13:53:09,CUST - 045,49500.46,EUR,ST,USER - 10897,16/12/2023,,,Company 1
Order - 0480,15/12/2023,13:55:11,CUST - 045,-30201.06,EUR,ST,USER - 10897,15/12/2023,,,Company 1
Order - 0481,15/12/2023,13:57:36,CUST - 045,30201.06,EUR,ST,USER - 10897,16/12/2023,,,Company 1
Order - 0482,15/12/2023,14:05:51,CUST - 037,1020.37,USD,ST,USER - 02130,15/12/2023,,,Company 2
Order - 0483,15/12/2023,14:12:15,CUST - 034,3660.8,USD,ST,USER - 02130,15/12/2023,,,Company 2
Order - 0484,15/12/2023,14:35:08,CUST - 036,1153.47,USD,ST,USER - 02130,16/12/2023,,,Company 2
Order - 0485,15/12/2023,14:45:13,CUST - 045,16787.64,EUR,ST,USER - 10897,16/12/2023,,,Company 1
Order - 0486,15/12/2023,15:08:20,CUST - 027,3323.67,EUR,ST,USER - 08479,16/12/2023,,,Company 1
Order - 0487,15/12/2023,15:25:27,CUST - 037,678.36,USD,ST,USER - 02130,15/12/2023,,,Company 2
Order - 0488,15/12/2023,15:47:08,CUST - 037,568.15,USD,ST,USER - 02130,16/12/2023,,,Company 2
Order - 0489,15/12/2023,16:21:35,CUST - 037,352.97,USD,ST,USER - 02130,15/12/2023,,,Company 2
Order - 0490,15/12/2023,16:28:03,CUST - 037,849.75,USD,ST,USER - 02130,15/12/2023,,,Company 2
Order - 0491,15/12/2023,16:56:11,CUST - 037,295.56,USD,ST,USER - 02130,16/12/2023,,,Company 2
Order - 0492,15/12/2023,17:03:03,CUST - 037,299.41,USD,ST,USER - 02130,15/12/2023,,,Company 2
Order - 0493,15/12/2023,18:58:51,CUST - 038,1483.16,USD,ST,USER - 02130,16/12/2023,,,Company 2
Order - 0494,15/12/2023,19:28:24,CUST - 038,582.76,USD,ST,USER - 02130,16/12/2023,,,Company 2
Order - 0495,18/12/2023,14:43:33,CUST - 005,4.6,EUR,SO,USER - 03649,20/12/2023,,,Company 1
Order - 0496,18/12/2023,15:42:20,CUST - 036,1785.14,USD,ST,USER - 02130,18/12/2023,,,Company 2
Order - 0497,18/12/2023,15:51:10,CUST - 037,584.52,USD,ST,USER - 02130,18/12/2023,,,Company 2
Order - 0498,18/12/2023,16:05:05,CUST - 037,1125.3,USD,ST,USER - 02130,19/12/2023,,,Company 2
Order - 0499,18/12/2023,16:32:50,CUST - 036,159.41,USD,ST,USER - 02130,19/12/2023,,,Company 2
Order - 0500,18/12/2023,16:43:42,CUST - 036,4518.19,USD,ST,USER - 02130,19/12/2023,,,Company 2
Order - 0501,18/12/2023,16:57:25,CUST - 036,1382.53,USD,ST,USER - 02130,18/12/2023,,,Company 2
Order - 0502,18/12/2023,17:44:52,CUST - 035,2955.1,USD,ST,USER - 02130,18/12/2023,,,Company 2
Order - 0503,18/12/2023,18:02:40,CUST - 036,145.6,USD,ST,USER - 02130,18/12/2023,,,Company 2
Order - 0504,18/12/2023,18:32:41,CUST - 036,43600.45,USD,ST,USER - 02130,19/12/2023,,,Company 2
Order - 0505,18/12/2023,18:53:08,CUST - 036,1060.34,USD,ST,USER - 02130,19/12/2023,,,Company 2
Order - 0506,18/12/2023,19:05:19,CUST - 036,355.28,USD,ST,USER - 02130,19/12/2023,,,Company 2
Order - 0507,18/12/2023,19:14:42,CUST - 036,486.37,USD,ST,USER - 02130,19/12/2023,,,Company 2
Order - 0508,18/12/2023,19:21:57,CUST - 036,2665.69,USD,ST,USER - 02130,19/12/2023,,,Company 2
Order - 0509,18/12/2023,19:27:51,CUST - 034,294.8,USD,ST,USER - 02130,19/12/2023,,,Company 2
Order - 0510,19/12/2023,10:34:38,CUST - 015,5899.26,EUR,ST,USER - 10897,20/12/2023,,,Company 1
Order - 0511,19/12/2023,10:50:31,CUST - 043,9941.93,EUR,ST,USER - 10897,20/12/2023,,,Company 1
Order - 0512,19/12/2023,11:08:45,CUST - 012,21014.3,EUR,ST,USER - 10897,20/12/2023,,,Company 1
Order - 0513,19/12/2023,13:01:57,CUST - 011,18366.48,EUR,SO,USER - 03676,20/12/2023,,,Company 1
Order - 0514,19/12/2023,13:07:10,CUST - 020,146601,EUR,ST,USER - 10897,20/12/2023,,,Company 1
Order - 0515,19/12/2023,13:21:52,CUST - 047,205017.36,EUR,ST,USER - 10897,19/12/2023,,,Company 1
Order - 0516,19/12/2023,13:40:27,CUST - 014,1415.16,EUR,ST,USER - 10897,20/12/2023,,,Company 1
Order - 0517,19/12/2023,13:43:02,CUST - 014,279155.04,EUR,ST,USER - 10897,20/12/2023,,,Company 1
Order - 0518,19/12/2023,13:48:31,CUST - 014,16450.56,EUR,ST,USER - 10897,19/12/2023,,,Company 1
Order - 0519,19/12/2023,13:57:08,CUST - 014,40502.16,EUR,ST,USER - 10897,19/12/2023,,,Company 1
Order - 0520,19/12/2023,13:59:15,CUST - 014,15912,EUR,ST,USER - 10897,20/12/2023,,,Company 1
Order - 0521,19/12/2023,14:08:46,CUST - 014,31671.6,EUR,ST,USER - 10897,20/12/2023,,,Company 1
Order - 0522,19/12/2023,14:29:05,CUST - 014,57657.6,EUR,ST,USER - 10897,20/12/2023,,,Company 1
Order - 0523,19/12/2023,14:33:39,CUST - 014,117784.08,EUR,ST,USER - 10897,19/12/2023,,,Company 1
Order - 0524,19/12/2023,14:37:04,CUST - 014,14989.68,EUR,ST,USER - 10897,20/12/2023,,,Company 1
Order - 0525,19/12/2023,14:46:20,CUST - 026,36673.22,EUR,ST,USER - 10897,19/12/2023,,,Company 1
Order - 0526,19/12/2023,16:39:23,CUST - 035,19826.78,USD,ST,USER - 02130,20/12/2023,,,Company 2
Order - 0527,19/12/2023,16:49:30,CUST - 036,1294.19,USD,ST,USER - 02130,20/12/2023,,,Company 2
Order - 0528,19/12/2023,16:59:15,CUST - 034,1133.55,USD,ST,USER - 02130,19/12/2023,,,Company 2
Order - 0529,19/12/2023,17:05:57,CUST - 034,283.25,USD,ST,USER - 02130,19/12/2023,,,Company 2
Order - 0530,19/12/2023,17:12:11,CUST - 034,1133.55,USD,ST,USER - 02130,19/12/2023,,,Company 2
Order - 0531,19/12/2023,17:22:52,CUST - 034,294.8,USD,ST,USER - 02130,19/12/2023,,,Company 2
Order - 0532,19/12/2023,18:32:50,CUST - 038,841.19,USD,ST,USER - 02130,19/12/2023,,,Company 2
Order - 0533,19/12/2023,18:44:51,CUST - 036,282.53,USD,ST,USER - 02130,19/12/2023,,,Company 2
Order - 0534,19/12/2023,18:59:13,CUST - 034,987.8,USD,ST,USER - 02130,20/12/2023,,,Company 2
Order - 0535,19/12/2023,19:13:08,CUST - 036,1979.05,USD,ST,USER - 02130,19/12/2023,,,Company 2
Order - 0536,19/12/2023,19:48:02,CUST - 036,1760.33,USD,ST,USER - 02130,20/12/2023,,,Company 2
Order - 0537,19/12/2023,19:55:40,CUST - 036,2501.17,USD,ST,USER - 02130,19/12/2023,,,Company 2
Order - 0538,19/12/2023,20:02:53,CUST - 036,3053.73,USD,ST,USER - 02130,19/12/2023,,,Company 2
Order - 0539,19/12/2023,20:29:51,CUST - 034,283.25,USD,ST,USER - 02130,20/12/2023,,,Company 2
Order - 0540,19/12/2023,20:35:14,CUST - 034,294.8,USD,ST,USER - 02130,20/12/2023,,,Company 2
Order - 0541,19/12/2023,20:43:48,CUST - 035,1605.19,USD,ST,USER - 02130,19/12/2023,,,Company 2
Order - 0542,19/12/2023,20:53:12,CUST - 036,651.6,USD,ST,USER - 02130,19/12/2023,,,Company 2
Order - 0543,19/12/2023,20:58:25,CUST - 034,294.8,USD,ST,USER - 10897,20/12/2023,,,Company 2
Order - 0544,19/12/2023,20:55:42,CUST - 026,35080.68,EUR,ST,USER - 02130,19/12/2023,,,Company 1
Order - 0545,20/12/2023,08:10:17,CUST - 010,65.95,EUR,ST,USER - 10897,20/12/2023,,,Company 1
Order - 0546,20/12/2023,08:16:56,CUST - 015,127009.46,EUR,ST,USER - 10897,21/12/2023,,,Company 1
Order - 0547,20/12/2023,08:17:59,CUST - 002,6074,EUR,ST,USER - 08479,21/12/2023,,,Company 1
Order - 0548,20/12/2023,08:28:03,CUST - 003,35613,EUR,ST,USER - 10897,21/12/2023,,,Company 1
Order - 0549,20/12/2023,08:26:49,CUST - 040,117315.4,EUR,ST,USER - 08479,20/12/2023,,,Company 1
Order - 0550,20/12/2023,08:35:24,CUST - 012,6919.46,EUR,ST,USER - 08479,20/12/2023,,,Company 1
Order - 0551,20/12/2023,08:35:14,CUST - 001,2925,EUR,ST,USER - 10897,20/12/2023,,,Company 1
Order - 0552,20/12/2023,08:44:04,CUST - 030,3940,EUR,ST,USER - 08479,21/12/2023,,,Company 1
Order - 0553,20/12/2023,08:48:56,CUST - 029,6989,EUR,ST,USER - 08479,21/12/2023,,,Company 1
Order - 0554,20/12/2023,11:25:44,CUST - 011,18172.08,EUR,SO,USER - 03676,21/12/2023,,,Company 1
Order - 0555,20/12/2023,11:33:49,CUST - 011,40562.68,EUR,SO,USER - 03676,21/12/2023,,,Company 1
Order - 0556,20/12/2023,13:32:15,CUST - 039,341035.28,EUR,ST,USER - 10897,20/12/2023,,,Company 1
Order - 0557,20/12/2023,13:36:09,CUST - 010,451348.39,EUR,ST,USER - 10897,20/12/2023,,,Company 1
Order - 0558,20/12/2023,13:39:09,CUST - 040,8090.78,EUR,ST,USER - 10897,20/12/2023,,,Company 1
Order - 0559,20/12/2023,13:41:35,CUST - 048,1467100.37,EUR,ST,USER - 10897,20/12/2023,,,Company 1
Order - 0560,20/12/2023,13:43:56,CUST - 010,267087.66,EUR,ST,USER - 10897,21/12/2023,,,Company 1
Order - 0561,20/12/2023,13:47:22,CUST - 048,27765.96,EUR,ST,USER - 10897,20/12/2023,,,Company 1
Order - 0562,20/12/2023,13:52:33,CUST - 043,1078.87,EUR,ST,USER - 10897,21/12/2023,,,Company 1
Order - 0563,20/12/2023,13:54:26,CUST - 049,238.75,EUR,ST,USER - 10897,20/12/2023,,,Company 1
Order - 0564,20/12/2023,17:26:00,CUST - 036,2076.87,USD,ST,USER - 02130,20/12/2023,,,Company 2
Order - 0565,20/12/2023,17:36:43,CUST - 036,43600.45,USD,ST,USER - 02130,21/12/2023,,,Company 2
Order - 0566,20/12/2023,17:44:11,CUST - 037,300.95,USD,ST,USER - 02130,20/12/2023,,,Company 2
Order - 0567,20/12/2023,17:51:33,CUST - 037,5139.05,USD,ST,USER - 02130,21/12/2023,,,Company 2
Order - 0568,20/12/2023,17:59:57,CUST - 037,582.67,USD,ST,USER - 02130,20/12/2023,,,Company 2
Order - 0569,20/12/2023,18:05:54,CUST - 037,878.66,USD,ST,USER - 02130,20/12/2023,,,Company 2
Order - 0570,20/12/2023,19:04:13,CUST - 010,282850,EUR,ST,USER - 04201,21/12/2023,,,Company 1
Order - 0571,20/12/2023,19:11:24,CUST - 010,89750,EUR,ST,USER - 04201,20/12/2023,,,Company 1
Order - 0572,20/12/2023,19:13:45,CUST - 010,16400,EUR,ST,USER - 04201,18/01/2024,,X,Company 1
Order - 0573,21/12/2023,15:07:11,CUST - 010,2405.76,EUR,ST,USER - 04201,21/12/2023,,,Company 1
Order - 0574,21/12/2023,15:05:38,CUST - 010,110000,EUR,ST,USER - 10897,21/12/2023,,,Company 1
Order - 0575,22/12/2023,09:01:20,CUST - 026,24031.66,EUR,ST,USER - 10897,22/12/2023,,,Company 1
Order - 0576,22/12/2023,15:11:55,CUST - 039,-1412.16,EUR,ST,USER - 10897,22/12/2023,,,Company 1
Order - 0577,22/12/2023,15:14:40,CUST - 010,-326982.84,EUR,ST,USER - 10897,23/12/2023,,,Company 1
Order - 0578,22/12/2023,15:18:37,CUST - 048,-12747.84,EUR,ST,USER - 10897,22/12/2023,,,Company 1
Order - 0579,22/12/2023,15:20:30,CUST - 010,-636.82,EUR,ST,USER - 10897,23/12/2023,,,Company 1
Order - 0580,22/12/2023,15:41:04,CUST - 006,5033.45,PLN,ST,USER - 10897,23/12/2023,,,Company 1
Order - 0581,28/12/2023,20:05:39,CUST - 006,3717.5,PLN,ST,USER - 10897,29/12/2023,,,Company 1
Order - 0582,02/01/2024,21:47:16,CUST - 009,500,PLN,ST,USER - 10897,01/01/2024,,,Company 1
Order - 0583,03/01/2024,12:06:07,CUST - 011,18172.08,EUR,SO,USER - 03676,29/12/2023,,,Company 1
Order - 0584,03/01/2024,14:03:14,CUST - 011,48960,EUR,SO,USER - 03676,04/01/2024,,,Company 1
Order - 0585,04/01/2024,13:22:02,CUST - 011,48960,EUR,SO,USER - 03676,05/01/2024,,,Company 1
Order - 0586,04/01/2024,13:25:04,CUST - 011,28935.04,EUR,SO,USER - 03676,05/01/2024,,,Company 1
Order - 0587,04/01/2024,14:17:48,CUST - 008,1285.75,PLN,ST,USER - 10897,04/01/2024,,,Company 1
Order - 0588,04/01/2024,15:06:04,CUST - 011,13969.16,EUR,SO,USER - 03676,05/01/2024,,,Company 1
Order - 0589,04/01/2024,15:11:30,CUST - 011,9771.96,EUR,SO,USER - 03676,05/01/2024,,,Company 1
Order - 0590,04/01/2024,15:17:00,CUST - 011,9771.96,EUR,SO,USER - 03676,05/01/2024,,,Company 1
Order - 0591,10/01/2024,11:09:47,CUST - 005,145.4,EUR,SO,USER - 00934,12/01/2024,,,Company 1
Order - 0592,11/01/2024,14:42:27,CUST - 011,48960,EUR,SO,USER - 03676,12/01/2024,,,Company 1
Order - 0593,11/01/2024,14:45:01,CUST - 011,25007.1,EUR,SO,USER - 03676,12/01/2024,,,Company 1
Order - 0594,11/01/2024,18:20:56,CUST - 026,34014.16,EUR,ST,USER - 10897,11/01/2024,,,Company 1
Order - 0595,12/01/2024,08:26:45,CUST - 011,19376.68,EUR,SO,USER - 03676,12/01/2024,,,Company 1
Order - 0596,15/01/2024,13:22:17,CUST - 011,48960,EUR,SO,USER - 03676,15/01/2024,,,Company 1
Order - 0597,16/01/2024,11:04:05,CUST - 011,20524.8,EUR,SO,USER - 03676,17/01/2024,,,Company 1
Order - 0598,16/01/2024,11:08:27,CUST - 011,28536.96,EUR,SO,USER - 03676,17/01/2024,,,Company 1
Order - 0599,17/01/2024,09:28:19,CUST - 026,32570.61,EUR,ST,USER - 10897,17/01/2024,,,Company 1
Order - 0600,17/01/2024,13:39:15,CUST - 011,13107.6,EUR,SO,USER - 03676,18/01/2024,,,Company 1
Order - 0601,18/01/2024,12:24:50,CUST - 011,48960,EUR,SO,USER - 03676,18/01/2024,,,Company 1
Order - 0602,18/01/2024,13:05:39,CUST - 011,25170.12,EUR,SO,USER - 03676,18/01/2024,,,Company 1
Order - 0603,18/01/2024,13:40:23,CUST - 005,1422.5,EUR,SO,USER - 00934,10/07/2024,,,Company 1
Order - 0604,18/01/2024,13:55:08,CUST - 010,110000,EUR,ST,USER - 10897,18/01/2024,,,Company 1
Order - 0605,18/01/2024,14:29:20,CUST - 010,16400,EUR,ST,USER - 10897,06/02/2024,,,Company 1
Order - 0606,19/01/2024,09:22:21,CUST - 011,19390.1,EUR,SO,USER - 03676,19/01/2024,,,Company 1
Order - 0607,22/01/2024,09:25:28,CUST - 011,48960,EUR,SO,USER - 03676,22/01/2024,,,Company 1
Order - 0608,22/01/2024,10:04:51,CUST - 026,36851.66,EUR,ST,USER - 10897,23/01/2024,,,Company 1
Order - 0609,25/01/2024,16:11:03,CUST - 026,37174.92,EUR,ST,USER - 10897,25/01/2024,,,Company 1
Order - 0610,25/01/2024,16:27:43,CUST - 006,6620.45,PLN,ST,USER - 10897,25/01/2024,,,Company 1
Order - 0611,26/01/2024,09:37:25,CUST - 014,-1415.16,EUR,ST,USER - 10897,27/01/2024,,,Company 1
Order - 0612,26/01/2024,09:45:14,CUST - 014,-40502.16,EUR,ST,USER - 10897,27/01/2024,,,Company 1
Order - 0613,26/01/2024,09:48:21,CUST - 014,2808,EUR,ST,USER - 10897,27/01/2024,,,Company 1
Order - 0614,26/01/2024,09:51:35,CUST - 014,126.36,EUR,ST,USER - 10897,26/01/2024,,,Company 1
Order - 0615,26/01/2024,11:35:03,CUST - 011,48960,EUR,SO,USER - 05664,26/01/2024,,,Company 1
Order - 0616,26/01/2024,11:39:13,CUST - 011,41818.1,EUR,SO,USER - 05664,26/01/2024,,,Company 1
Order - 0617,26/01/2024,14:20:04,CUST - 045,37147.3,EUR,ST,USER - 10897,10/12/2023,X,X,Company 1
Order - 0618,26/01/2024,15:07:53,CUST - 045,-37147.3,EUR,ST,USER - 10897,26/01/2024,,,Company 1
Order - 0619,28/01/2024,21:59:37,CUST - 045,45691.18,EUR,ST,USER - 10897,28/01/2024,,,Company 1
Order - 0620,28/01/2024,22:04:35,CUST - 045,-45691.18,EUR,ST,USER - 10897,27/01/2024,,,Company 1
Order - 0621,28/01/2024,22:07:34,CUST - 045,37147.3,EUR,ST,USER - 10897,27/01/2024,,,Company 1
Order - 0622,29/01/2024,12:53:26,CUST - 011,12639.4,EUR,SO,USER - 05664,29/01/2024,,,Company 1
Order - 0623,30/01/2024,11:44:29,CUST - 011,19215.48,EUR,SO,USER - 05664,30/01/2024,,,Company 1
Order - 0624,30/01/2024,11:49:52,CUST - 011,9771.96,EUR,SO,USER - 05664,30/01/2024,,,Company 1
Order - 0625,30/01/2024,13:15:36,CUST - 006,7140.8,PLN,ST,USER - 08479,31/01/2024,,,Company 1
Order - 0626,30/01/2024,13:54:08,CUST - 009,500,PLN,ST,USER - 08479,31/01/2024,,,Company 1
Order - 0627,30/01/2024,14:11:32,CUST - 026,37591.04,EUR,ST,USER - 08479,31/01/2024,,,Company 1
Order - 0628,30/01/2024,14:46:46,CUST - 026,38827.14,EUR,ST,USER - 08479,30/01/2024,,,Company 1
Order - 0629,30/01/2024,16:19:44,CUST - 038,1218.18,USD,ST,USER - 08479,31/01/2024,,,Company 2
Order - 0630,30/01/2024,16:48:04,CUST - 034,2678.2,USD,ST,USER - 02130,31/01/2024,,,Company 2
Order - 0631,30/01/2024,17:06:51,CUST - 036,373.06,USD,ST,USER - 02130,30/01/2024,,,Company 2
Order - 0632,30/01/2024,17:22:11,CUST - 038,623.21,USD,ST,USER - 02130,30/01/2024,,,Company 2
Order - 0633,30/01/2024,15:55:24,CUST - 018,32422.56,EUR,ST,USER - 02130,30/01/2024,,,Company 1
Order - 0634,30/01/2024,17:33:17,CUST - 037,713.83,USD,ST,USER - 02130,30/01/2024,,,Company 2
Order - 0635,30/01/2024,17:40:17,CUST - 037,2726.05,USD,ST,USER - 02130,30/01/2024,,,Company 2
Order - 0636,30/01/2024,18:32:18,CUST - 034,1158.55,USD,ST,USER - 02130,31/01/2024,,,Company 2
Order - 0637,30/01/2024,18:42:45,CUST - 034,319.8,USD,ST,USER - 02130,30/01/2024,,,Company 2
Order - 0638,30/01/2024,18:49:17,CUST - 034,290.65,USD,ST,USER - 02130,30/01/2024,,,Company 2
Order - 0639,30/01/2024,19:00:26,CUST - 038,622.87,USD,ST,USER - 02130,30/01/2024,,,Company 2
Order - 0640,30/01/2024,19:17:34,CUST - 037,3350.05,USD,ST,USER - 02130,31/01/2024,,,Company 2
Order - 0641,30/01/2024,19:30:13,CUST - 038,622.87,USD,ST,USER - 02130,31/01/2024,,,Company 2
Order - 0642,30/01/2024,19:38:50,CUST - 034,319.8,USD,ST,USER - 02130,31/01/2024,,,Company 2
Order - 0643,30/01/2024,19:53:37,CUST - 034,290.65,USD,ST,USER - 02130,31/01/2024,,,Company 2
Order - 0644,30/01/2024,20:00:26,CUST - 036,1156,USD,ST,USER - 02130,31/01/2024,,,Company 2
Order - 0645,30/01/2024,20:09:46,CUST - 034,909.4,USD,ST,USER - 02130,30/01/2024,,,Company 2
Order - 0646,30/01/2024,20:15:57,CUST - 038,622.87,USD,ST,USER - 02130,30/01/2024,,,Company 2
Order - 0647,30/01/2024,20:28:26,CUST - 036,1003.32,USD,ST,USER - 02130,31/01/2024,,,Company 2
Order - 0648,30/01/2024,20:36:16,CUST - 036,419.66,USD,ST,USER - 02130,30/01/2024,,,Company 2
Order - 0649,30/01/2024,20:56:24,CUST - 037,897.96,USD,ST,USER - 02130,31/01/2024,,,Company 2
Order - 0650,30/01/2024,21:05:26,CUST - 037,1529.22,USD,ST,USER - 02130,30/01/2024,,,Company 2
Order - 0651,30/01/2024,21:11:53,CUST - 037,315.1,USD,ST,USER - 02130,31/01/2024,,,Company 2
Order - 0652,30/01/2024,22:24:16,CUST - 038,622.86,USD,ST,USER - 02130,30/01/2024,,,Company 2
Order - 0653,30/01/2024,22:43:39,CUST - 036,4729.48,USD,ST,USER - 02130,30/01/2024,,,Company 2
Order - 0654,31/01/2024,09:41:18,CUST - 011,9771.96,EUR,SO,USER - 03676,31/01/2024,,,Company 1
Order - 0655,31/01/2024,14:03:48,CUST - 002,10879.44,EUR,SO,USER - 00934,07/02/2024,,,Company 1
Order - 0656,31/01/2024,14:25:01,CUST - 036,2609.66,USD,ST,USER - 02130,01/02/2024,,,Company 2
Order - 0657,31/01/2024,14:35:27,CUST - 036,419.62,USD,ST,USER - 02130,01/02/2024,,,Company 2
Order - 0658,31/01/2024,14:41:58,CUST - 036,419.62,USD,ST,USER - 02130,01/02/2024,,,Company 2
Order - 0659,31/01/2024,14:54:18,CUST - 036,1172.04,USD,ST,USER - 02130,31/01/2024,,,Company 2
Order - 0660,31/01/2024,18:00:38,CUST - 034,91,USD,ST,USER - 02130,01/02/2024,,,Company 2
Order - 0661,31/01/2024,18:09:49,CUST - 036,64.03,USD,ST,USER - 02130,31/01/2024,,,Company 2
Order - 0662,31/01/2024,18:24:01,CUST - 036,114.33,USD,ST,USER - 02130,01/02/2024,,,Company 2
Order - 0663,31/01/2024,18:36:35,CUST - 036,694.03,USD,ST,USER - 02130,01/02/2024,,,Company 2
Order - 0664,31/01/2024,18:52:22,CUST - 036,284.03,USD,ST,USER - 02130,01/02/2024,,,Company 2
Order - 0665,31/01/2024,19:00:19,CUST - 036,3519.83,USD,ST,USER - 02130,31/01/2024,,,Company 2
Order - 0666,31/01/2024,19:09:54,CUST - 036,424.58,USD,ST,USER - 02130,31/01/2024,,,Company 2
Order - 0667,31/01/2024,19:15:37,CUST - 034,614.6,USD,ST,USER - 02130,31/01/2024,,,Company 2
Order - 0668,31/01/2024,19:26:13,CUST - 036,10269.84,USD,ST,USER - 02130,31/01/2024,,,Company 2
Order - 0669,31/01/2024,19:33:15,CUST - 036,754.96,USD,ST,USER - 02130,31/01/2024,,,Company 2
Order - 0670,31/01/2024,19:39:49,CUST - 036,956.05,USD,ST,USER - 02130,01/02/2024,,,Company 2
Order - 0671,31/01/2024,19:46:59,CUST - 035,3297.09,USD,ST,USER - 02130,31/01/2024,,,Company 2
Order - 0672,01/02/2024,11:00:16,CUST - 006,4152,PLN,ST,USER - 08479,01/02/2024,,,Company 1
Order - 0673,01/02/2024,15:05:06,CUST - 011,48960,EUR,SO,USER - 03676,01/02/2024,,,Company 1
Order - 0674,01/02/2024,15:12:01,CUST - 011,33445.56,EUR,SO,USER - 03676,01/02/2024,,,Company 1
Order - 0675,01/02/2024,16:02:59,CUST - 050,78045,USD,ST,USER - 02130,01/02/2024,,,Company 2
Order - 0676,01/02/2024,16:09:47,CUST - 051,2341.3,USD,ST,USER - 02130,01/02/2024,,,Company 2
Order - 0677,01/02/2024,17:38:03,CUST - 051,2341.3,USD,ST,USER - 02130,01/02/2024,,,Company 2
Order - 0678,01/02/2024,17:54:25,CUST - 050,78045,USD,ST,USER - 02130,01/02/2024,,,Company 2
Order - 0679,06/02/2024,09:41:04,CUST - 011,18150.48,EUR,SO,USER - 03676,06/02/2024,,,Company 1
Order - 0680,06/02/2024,10:11:08,CUST - 011,18010.08,EUR,SO,USER - 03676,06/02/2024,,,Company 1
Order - 0681,06/02/2024,10:36:19,CUST - 010,16400,EUR,ST,USER - 10897,07/02/2024,,,Company 1
Order - 0682,06/02/2024,15:37:32,CUST - 026,39407.02,EUR,ST,USER - 10897,06/02/2024,,,Company 1
Order - 0683,06/02/2024,15:40:15,CUST - 008,1664.43,PLN,ST,USER - 10897,06/02/2024,,,Company 1
Order - 0684,07/02/2024,13:37:46,CUST - 011,18350.3,EUR,SO,USER - 03676,07/02/2024,,,Company 1
Order - 0685,07/02/2024,13:42:08,CUST - 011,48960,EUR,SO,USER - 03676,07/02/2024,,,Company 1
Order - 0686,08/02/2024,08:34:55,CUST - 011,33867.44,EUR,SO,USER - 03676,08/02/2024,,,Company 1
Order - 0687,08/02/2024,08:54:41,CUST - 005,13350.9,EUR,SO,USER - 00934,23/02/2024,,,Company 1
Order - 0688,08/02/2024,09:21:38,CUST - 011,15752.68,EUR,SO,USER - 03676,08/02/2024,,,Company 1
Order - 0689,08/02/2024,14:21:54,CUST - 034,641,USD,ST,USER - 02130,09/02/2024,,,Company 2
Order - 0690,08/02/2024,14:29:51,CUST - 036,1109.37,USD,ST,USER - 02130,08/02/2024,,,Company 2
Order - 0691,08/02/2024,14:36:46,CUST - 038,116.02,USD,ST,USER - 02130,08/02/2024,,,Company 2
Order - 0692,08/02/2024,14:48:09,CUST - 034,147.1,USD,ST,USER - 02130,08/02/2024,,,Company 2
Order - 0693,08/02/2024,14:59:13,CUST - 036,1267.04,USD,ST,USER - 02130,08/02/2024,,,Company 2
Order - 0694,08/02/2024,17:56:50,CUST - 026,42317.57,EUR,ST,USER - 10897,08/02/2024,,,Company 1
Order - 0695,09/02/2024,08:42:53,CUST - 011,14545.46,EUR,SO,USER - 03676,09/02/2024,,,Company 1
Order - 0696,09/02/2024,12:27:28,CUST - 011,48960,EUR,SO,USER - 03676,09/02/2024,,,Company 1
Order - 0697,12/02/2024,08:52:54,CUST - 003,-370231,EUR,ST,USER - 08479,09/02/2024,,,Company 1
Order - 0698,12/02/2024,10:00:13,CUST - 001,-81926,EUR,ST,USER - 08479,13/02/2024,,,Company 1
Order - 0699,12/02/2024,10:14:23,CUST - 001,-81926,EUR,ST,USER - 08479,12/02/2024,,X,Company 1
Order - 0700,12/02/2024,10:26:46,CUST - 002,-153250,EUR,ST,USER - 08479,09/02/2024,,X,Company 1
Order - 0701,13/02/2024,11:23:31,CUST - 011,18269.28,EUR,SO,USER - 03676,13/02/2024,,,Company 1
Order - 0702,13/02/2024,11:40:26,CUST - 011,25865.92,EUR,SO,USER - 03676,13/02/2024,,,Company 1
Order - 0703,13/02/2024,15:15:59,CUST - 011,2587.04,EUR,SO,USER - 03676,13/02/2024,,,Company 1
Order - 0704,13/02/2024,20:00:37,CUST - 036,1154.13,USD,ST,USER - 02130,13/02/2024,,,Company 2
Order - 0705,13/02/2024,20:10:13,CUST - 036,126.5,USD,ST,USER - 02130,13/02/2024,,,Company 2
Order - 0706,13/02/2024,21:24:52,CUST - 037,304.4,USD,ST,USER - 02130,14/02/2024,,,Company 2
Order - 0707,13/02/2024,21:32:20,CUST - 036,358.28,USD,ST,USER - 02130,14/02/2024,,,Company 2
Order - 0708,13/02/2024,21:38:05,CUST - 037,312.54,USD,ST,USER - 02130,13/02/2024,,,Company 2
