Delivery ID,Created date,Created time,Order ID,User,Loading date,Customer
Delivery - 0596,08/11/2024,09:46:57,Order - 0768,USER - 03676,20241108,CUST - 005
Delivery - 0598,12/11/2024,11:20:04,Order - 1876,USER - 03676,20241112,CUST - 013
Delivery - 0599,12/11/2024,13:32:36,Order - 1884,USER - 03676,20241112,CUST - 011
Delivery - 0600,12/11/2024,13:35:45,Order - 1885,USER - 03676,20241112,CUST - 011
Delivery - 0601,12/11/2024,13:38:29,Order - 1886,USER - 03676,20241112,CUST - 011
Delivery - 0602,13/11/2024,11:43:05,Order - 1863,USER - 03676,20241113,CUST - 013
Delivery - 0603,13/11/2024,11:58:49,Order - 1902,USER - 03676,20241113,CUST - 011
Delivery - 0604,13/11/2024,13:00:46,Order - 1903,USER - 03676,20241113,CUST - 011
Delivery - 0605,15/11/2024,11:31:09,Order - 1906,USER - 03676,20241115,CUST - 011
Delivery - 0606,15/11/2024,11:36:15,Order - 1907,USER - 03676,20241115,CUST - 011
Delivery - 0608,19/11/2024,10:00:35,Order - 1915,USER - 03676,20241119,CUST - 011
Delivery - 0609,19/11/2024,10:58:20,Order - 1916,USER - 03676,20241119,CUST - 011
Delivery - 0610,19/11/2024,11:07:37,Order - 1917,USER - 03676,20241119,CUST - 011
Delivery - 0611,19/11/2024,11:15:34,Order - 1918,USER - 03676,20241119,CUST - 011
Delivery - 0612,20/11/2024,10:51:33,Order - 1919,USER - 03676,20241120,CUST - 005
Delivery - 0613,20/11/2024,11:56:01,Order - 1921,USER - 03676,20241120,CUST - 011
Delivery - 0614,21/11/2024,11:15:41,Order - 1765,USER - 03676,20241121,CUST - 005
Delivery - 0615,21/11/2024,11:24:32,Order - 1935,USER - 03676,20241121,CUST - 011
Delivery - 0616,22/11/2024,10:47:04,Order - 0768,USER - 03676,20241122,CUST - 005
Delivery - 0620,06/12/2024,09:01:31,Order - 1669,USER - 03676,20241206,CUST - 005
Delivery - 0621,06/12/2024,09:09:36,Order - 0768,USER - 03676,20241206,CUST - 005
Delivery - 0625,18/12/2024,11:30:40,Order - 0792,USER - 05724,20241218,CUST - 005
Delivery - 0626,18/12/2024,12:03:06,Order - 1876,USER - 05724,20241218,CUST - 013
