Order ID,Invoice Date,Invoice ID,Created by,Payment date,Payment booked by,Customer ID
Order - 1596,26/09/2024 22:24,Invoice - 562,USER - 07897,,,CUST - 011
Order - 1608,26/09/2024 22:24,Invoice - 563,USER - 07897,,,CUST - 011
Order - 1624,26/09/2024 22:24,Invoice - 564,USER - 07897,,,CUST - 011
Order - 1664,26/09/2024 22:24,Invoice - 565,USER - 07897,,,CUST - 011
Order - 1665,26/09/2024 22:24,Invoice - 566,USER - 07897,,,CUST - 011
Order - 1666,26/09/2024 22:24,Invoice - 567,USER - 07897,,,CUST - 011
Order - 1667,26/09/2024 22:24,Invoice - 568,USER - 07897,,,CUST - 011
Order - 1668,26/09/2024 22:24,Invoice - 569,USER - 07897,,,CUST - 011
Order - 1670,26/09/2024 22:24,Invoice - 570,USER - 07897,,,CUST - 011
Order - 1671,26/09/2024 22:24,Invoice - 571,USER - 07897,,,CUST - 011
Order - 1672,26/09/2024 22:24,Invoice - 572,USER - 07897,,,CUST - 011
Order - 1673,26/09/2024 22:24,Invoice - 573,USER - 07897,,,CUST - 011
Order - 1674,26/09/2024 22:24,Invoice - 574,USER - 07897,,,CUST - 011
Order - 1675,26/09/2024 22:24,Invoice - 575,USER - 07897,,,CUST - 011
Order - 1676,26/09/2024 22:24,Invoice - 576,USER - 07897,,,CUST - 011
Order - 1677,26/09/2024 22:24,Invoice - 577,USER - 07897,,,CUST - 011
Order - 1662,27/09/2024 22:00,Invoice - 578,USER - 07897,,,CUST - 005
Order - 1679,27/09/2024 22:44,Invoice - 579,USER - 07897,,,CUST - 011
Order - 1597,27/09/2024 22:59,Invoice - 580,USER - 07897,,,CUST - 001
Order - 1682,30/09/2024 22:39,Invoice - 581,USER - 07897,,,CUST - 011
Order - 1683,30/09/2024 22:39,Invoice - 582,USER - 07897,,,CUST - 011
Order - 1684,01/10/2024 22:16,Invoice - 583,USER - 07897,,,CUST - 011
Order - 1691,03/10/2024 22:33,Invoice - 584,USER - 07897,,,CUST - 011
Order - 1597,03/10/2024 22:56,Invoice - 585,USER - 07897,,,CUST - 001
Order - 1719,08/10/2024 22:13,Invoice - 586,USER - 07897,,,CUST - 011
Order - 1597,08/10/2024 22:23,Invoice - 587,USER - 07897,,,CUST - 001
Order - 0854,09/10/2024 22:00,Invoice - 588,USER - 07897,,,CUST - 005
Order - 0792,09/10/2024 22:00,Invoice - 589,USER - 07897,,,CUST - 005
Order - 1718,09/10/2024 22:18,Invoice - 590,USER - 07897,,,CUST - 011
Order - 1736,10/10/2024 22:30,Invoice - 591,USER - 07897,,,CUST - 011
Order - 1737,10/10/2024 22:30,Invoice - 592,USER - 07897,,,CUST - 011
Order - 1738,14/10/2024 22:20,Invoice - 593,USER - 07897,,,CUST - 011
Order - 1748,15/10/2024 22:30,Invoice - 594,USER - 07897,,,CUST - 011
Order - 1749,15/10/2024 22:30,Invoice - 595,USER - 07897,,,CUST - 011
Order - 1753,16/10/2024 22:20,Invoice - 596,USER - 07897,,,CUST - 011
Order - 0854,17/10/2024 22:00,Invoice - 597,USER - 07897,,,CUST - 005
Order - 1754,17/10/2024 22:10,Invoice - 598,USER - 07897,,,CUST - 011
Order - 1755,17/10/2024 22:10,Invoice - 599,USER - 07897,,,CUST - 011
Order - 1756,17/10/2024 22:10,Invoice - 600,USER - 07897,,,CUST - 011
Order - 1757,17/10/2024 22:10,Invoice - 601,USER - 07897,,,CUST - 011
Order - 1669,18/10/2024 22:00,Invoice - 602,USER - 07897,,,CUST - 005
Order - 1765,18/10/2024 22:00,Invoice - 603,USER - 07897,,,CUST - 005
Order - 1766,21/10/2024 22:21,Invoice - 604,USER - 07897,,,CUST - 011
Order - 1767,22/10/2024 22:41,Invoice - 605,USER - 07897,,,CUST - 011
Order - 1768,22/10/2024 22:41,Invoice - 606,USER - 07897,,,CUST - 011
Order - 1770,22/10/2024 22:41,Invoice - 607,USER - 07897,,,CUST - 011
Order - 1805,25/10/2024 22:40,Invoice - 608,USER - 07897,,,CUST - 011
Order - 1806,25/10/2024 22:40,Invoice - 609,USER - 07897,,,CUST - 011
Order - 1809,28/10/2024 22:00,Invoice - 610,USER - 07897,,,CUST - 013
Order - 1810,28/10/2024 22:00,Invoice - 611,USER - 07897,,,CUST - 005
Order - 1811,28/10/2024 22:36,Invoice - 612,USER - 07897,,,CUST - 011
Order - 1812,28/10/2024 22:36,Invoice - 613,USER - 07897,,,CUST - 011
Order - 1809,29/10/2024 15:20,Invoice - 614,USER - 08479,,,CUST - 013
Order - 1809,29/10/2024 16:35,Invoice - 615,USER - 08479,,,CUST - 013
Order - 1810,29/10/2024 22:00,Invoice - 616,USER - 07897,,,CUST - 005
Order - 1814,29/10/2024 22:00,Invoice - 617,USER - 07897,,,CUST - 011
Order - 1809,31/10/2024 22:00,Invoice - 618,USER - 07897,,,CUST - 013
Order - 1858,04/11/2024 22:39,Invoice - 619,USER - 07897,,,CUST - 011
Order - 1859,04/11/2024 22:39,Invoice - 620,USER - 07897,,,CUST - 011
Order - 1861,05/11/2024 22:26,Invoice - 621,USER - 07897,,,CUST - 011
Order - 1878,07/11/2024 22:26,Invoice - 622,USER - 07897,,,CUST - 011
Order - 1876,12/11/2024 13:01,Invoice - 623,USER - 10897,,,CUST - 013
Order - 1863,12/11/2024 22:00,Invoice - 624,USER - 07897,,,CUST - 013
Order - 1884,12/11/2024 22:10,Invoice - 625,USER - 07897,,,CUST - 011
Order - 1885,12/11/2024 22:10,Invoice - 626,USER - 07897,,,CUST - 011
Order - 1886,12/11/2024 22:10,Invoice - 627,USER - 07897,,,CUST - 011
Order - 1863,13/11/2024 22:00,Invoice - 628,USER - 07897,2024-11-14,USER - 07897,CUST - 013
Order - 1902,13/11/2024 23:04,Invoice - 629,USER - 07897,,,CUST - 011
Order - 1903,13/11/2024 23:04,Invoice - 630,USER - 07897,,,CUST - 011
Order - 1906,15/11/2024 23:08,Invoice - 631,USER - 07897,,,CUST - 011
Order - 1907,15/11/2024 23:08,Invoice - 632,USER - 07897,,,CUST - 011
Order - 1915,19/11/2024 22:33,Invoice - 633,USER - 07897,,,CUST - 011
Order - 1916,19/11/2024 22:33,Invoice - 634,USER - 07897,,,CUST - 011
Order - 1917,19/11/2024 22:33,Invoice - 635,USER - 07897,,,CUST - 011
Order - 1918,19/11/2024 22:33,Invoice - 636,USER - 07897,,,CUST - 011
Order - 1919,20/11/2024 22:00,Invoice - 637,USER - 07897,,,CUST - 005
Order - 1921,20/11/2024 22:01,Invoice - 638,USER - 07897,,,CUST - 011
Order - 1765,21/11/2024 22:00,Invoice - 639,USER - 07897,,,CUST - 005
Order - 1935,21/11/2024 23:04,Invoice - 640,USER - 07897,,,CUST - 011
Order - 1863,28/11/2024 22:00,Invoice - 641,USER - 07897,,,CUST - 013
Order - 1669,06/12/2024 22:00,Invoice - 642,USER - 07897,,,CUST - 005
Order - 1876,18/12/2024 12:27,Invoice - 643,USER - 08479,,,CUST - 013
Order - 0792,18/12/2024 22:00,Invoice - 644,USER - 07897,,,CUST - 005
